epoch,train_loss,train_acc,val_loss,val_acc
0,0.6775842905044556,0.5877463051251002,0.6822648048400879,0.5678191483020782
1,0.6735071539878845,0.5873999382768358,0.6822382807731628,0.5678191483020782
2,0.6740646362304688,0.5877463051251002,0.6841573715209961,0.5565159618854523
3,0.6730775237083435,0.5879772177764347,0.6793562173843384,0.5762965381145477
4,0.6729457378387451,0.5877463051251002,0.678745448589325,0.5706449449062347
5,0.6723824739456177,0.5876308509281702,0.6746600866317749,0.5819481313228607
6,0.673187792301178,0.5899784479822431,0.6818701028823853,0.5678191483020782
7,0.6725980639457703,0.5880926719733648,0.6762940287590027,0.5819481313228607
8,0.6715453267097473,0.5939039417675562,0.6730989217758179,0.5819481313228607
9,0.6714535355567932,0.5878617593220302,0.6733056306838989,0.5819481313228607
10,0.6695992350578308,0.6159559722457614,0.6832846403121948,0.5734707415103912
11,0.6693731546401978,0.5881696428571428,0.6715377569198608,0.5847739279270172
12,0.6690654158592224,0.637430727481842,0.682560920715332,0.5678191483020782
13,0.6702505350112915,0.587284484079906,0.6752955913543701,0.5784574449062347
14,0.6669227480888367,0.6114147177764346,0.6679754853248596,0.6003989279270172
15,0.6641175746917725,0.6201123765536717,0.6688753366470337,0.6025598347187042
16,0.6596862077713013,0.6433189639023371,0.6731092929840088,0.5862699449062347
17,0.6589819192886353,0.6291564021791731,0.6741001009941101,0.6466090381145477
18,0.6593084335327148,0.6345058509281705,0.6698795557022095,0.6366356313228607
19,0.659307062625885,0.645358681678772,0.6681379079818726,0.6500997245311737
20,0.6583545207977295,0.6442426102502006,0.6721723675727844,0.5947473347187042
21,0.6587507128715515,0.6398937787328447,0.6644530296325684,0.6088763177394867
22,0.6593056917190552,0.6270397177764347,0.669669508934021,0.6338098347187042
23,0.6586443781852722,0.6357373765536718,0.6665822267532349,0.5975731313228607
24,0.6600898504257202,0.6496690256255012,0.6744570732116699,0.5862699449062347
25,0.6604830026626587,0.6415486463478632,0.6730742454528809,0.5791223347187042
26,0.660712480545044,0.6301570194108145,0.6667261719703674,0.6507646143436432
27,0.6604014039039612,0.6496690256255014,0.6746857762336731,0.5890957415103912
28,0.6597181558609009,0.6379695194108145,0.6696438193321228,0.6366356313228607
29,0.6632429957389832,0.6225369466202599,0.6749328374862671,0.5869348347187042
30,0.6588260531425476,0.6524014770984649,0.6672382354736328,0.6479388177394867
31,0.6612368226051331,0.6335437212671552,0.6661970615386963,0.6032247245311737
32,0.6596499681472778,0.6469365784100123,0.6680297255516052,0.6003989279270172
33,0.6587918400764465,0.628848522901535,0.6691526174545288,0.6366356313228607
34,0.6566762924194336,0.6487068959644863,0.6796613335609436,0.5734707415103912
35,0.6588970422744751,0.6330818959644863,0.6704235672950745,0.5997340381145477
36,0.6591212749481201,0.6376231525625501,0.6687542200088501,0.6003989279270172
37,0.6573329567909241,0.6498229673930577,0.6700056791305542,0.6444481313228607
38,0.6574215292930603,0.6475523412227631,0.6682746410369873,0.6010638177394867
39,0.6629749536514282,0.630387932062149,0.6647467017173767,0.6088763177394867
40,0.6604747772216797,0.6248845436743328,0.6669481992721558,0.6003989279270172
41,0.6588864922523499,0.6480141622679574,0.6759355068206787,0.5706449449062347
42,0.6611064672470093,0.6160714285714285,0.6704515814781189,0.6103723347187042
43,0.6568426489830017,0.6529402690274375,0.671154797077179,0.6053856313228607
44,0.6585699319839478,0.6492456878934588,0.6758618354797363,0.5912566483020782
45,0.66510009765625,0.6145705069814409,0.6681697368621826,0.6500997245311737
46,0.6621360778808594,0.6315040034907204,0.6661335229873657,0.6479388177394867
47,0.661640465259552,0.6350831261702946,0.6733864545822144,0.5969082415103912
48,0.6583987474441528,0.6475908245359148,0.6646699905395508,0.6117021143436432
49,0.6596054434776306,0.6373152690274374,0.6692249774932861,0.6053856313228607
50,0.6597667336463928,0.6286945811339787,0.6712080240249634,0.6103723347187042
51,0.6584601402282715,0.6425492593220302,0.670142412185669,0.5919215381145477
52,0.6575638055801392,0.651824197598866,0.6709823608398438,0.6025598347187042
53,0.6567552089691162,0.6367379937853131,0.6662075519561768,0.6394614279270172
54,0.6601737141609192,0.6366225353309087,0.6717652678489685,0.5897606313228607
55,0.6634811758995056,0.6146474736077445,0.6653355360031128,0.6557513177394867
56,0.6585456132888794,0.6420104673930578,0.6731727123260498,0.5919215381145477
57,0.6595442295074463,0.6330818959644862,0.6644177436828613,0.6507646143436432
58,0.6599984765052795,0.616225370338985,0.6694400906562805,0.5919215381145477
59,0.6577308177947998,0.6492456878934588,0.6657401323318481,0.6451130211353302
60,0.6570053100585938,0.6568272794995988,0.6787317991256714,0.5728058516979218
61,0.6604821681976318,0.6128771560532706,0.6693462133407593,0.6472739279270172
62,0.6585743427276611,0.6408559126513343,0.6757634878158569,0.5919215381145477
63,0.6593301892280579,0.6320812787328447,0.6720336675643921,0.6338098347187042
64,0.6601600646972656,0.6426647177764346,0.6630218029022217,0.6138630211353302
65,0.6566599607467651,0.6544027073042734,0.6723654270172119,0.5997340381145477
66,0.657336413860321,0.6356604056698935,0.669950008392334,0.6103723347187042
67,0.6582517027854919,0.6280403307506015,0.6685749292373657,0.6160239279270172
68,0.6577149033546448,0.6594057892050061,0.6718976497650146,0.5919215381145477
69,0.6582791805267334,0.6261545547417232,0.6715798377990723,0.6338098347187042
70,0.6584023237228394,0.6504772177764347,0.677521288394928,0.5806183516979218
71,0.6582452654838562,0.6343903924737658,0.6667180061340332,0.6032247245311737
72,0.657939076423645,0.6488993210451943,0.6724303960800171,0.5862699449062347
73,0.6571693420410156,0.6492456878934588,0.6637663841247559,0.6032247245311737
74,0.6570468544960022,0.6417795547417232,0.6652525663375854,0.5975731313228607
75,0.6583402752876282,0.6404325749192918,0.6676266193389893,0.6579122245311737
76,0.6589078903198242,0.6387392239911215,0.6756718158721924,0.5862699449062347
77,0.6583553552627563,0.6455511067594801,0.6730048656463623,0.5940824449062347
78,0.6574358344078064,0.6426647177764347,0.6725494861602783,0.5969082415103912
79,0.6596303582191467,0.6454356525625501,0.6679385900497437,0.6032247245311737
80,0.6595689654350281,0.640548029116222,0.6659458875656128,0.6088763177394867
81,0.6594909429550171,0.6394319576876504,0.6692606806755066,0.6472739279270172
82,0.6579322218894958,0.6437807892050061,0.6691043376922607,0.5947473347187042
83,0.6573867201805115,0.646243840456009,0.6684297323226929,0.5897606313228607
84,0.6570218205451965,0.6441271560532705,0.6662631034851074,0.6394614279270172
85,0.6565540432929993,0.6497075131961276,0.6764969825744629,0.5784574449062347
86,0.6585822105407715,0.6359682892050061,0.6761041283607483,0.5940824449062347
87,0.657593846321106,0.6440116975988661,0.6620018482208252,0.6564162373542786
88,0.6575854420661926,0.6426647177764347,0.6677013635635376,0.6422872245311737
89,0.6561218500137329,0.6492456878934588,0.664918065071106,0.6003989279270172
90,0.6559368968009949,0.6521705644471304,0.667102575302124,0.6003989279270172
91,0.6577529311180115,0.6292718606335777,0.6678421497344971,0.6053856313228607
92,0.6591705083847046,0.6512469223567419,0.6694822311401367,0.6003989279270172
93,0.6660475134849548,0.5987915652138847,0.6639174222946167,0.6088763177394867
94,0.6596736311912537,0.6527093606335775,0.6722609996795654,0.6338098347187042
95,0.6599584817886353,0.6318118827683585,0.6771416664123535,0.5678191483020782
96,0.6577604413032532,0.6279248765536717,0.6725010871887207,0.6338098347187042
97,0.6592819690704346,0.6518241975988661,0.6714218854904175,0.5997340381145477
98,0.657568633556366,0.6338516005447934,0.6671479344367981,0.6082114279270172
99,0.6570167541503906,0.6582897177764347,0.6727199554443359,0.6075465381145477
100,0.656212568283081,0.6554033245359149,0.6712465882301331,0.6338098347187042
