epoch,train_loss,train_acc,val_loss,val_acc
0,1.6993143558502197,0.5441810339689256,0.6141377687454224,0.7104388177394867
1,0.6193192601203918,0.6730295547417232,0.5612058639526367,0.6394614279270172
2,0.5985124707221985,0.6886545547417231,0.5416219234466553,0.7047872245311737
3,0.596997082233429,0.7060883641242981,0.5445692539215088,0.7253989279270172
4,0.5773532390594482,0.7270628086158207,0.5324023962020874,0.7523271143436432
5,0.5729892253875732,0.714093289205006,0.5220988988876343,0.7529920339584351
6,0.5751922130584717,0.7440347926957267,0.5212427377700806,0.7523271143436432
7,0.5624815821647644,0.7392241358757018,0.5190075635910034,0.7388630211353302
8,0.5561352372169495,0.7392241358757019,0.5146566033363342,0.7629654109477997
9,0.5648459792137146,0.7306419355528695,0.5314901471138,0.7367021143436432
10,0.5573487877845764,0.7394550485270364,0.49817711114883423,0.7636303305625916
11,0.5553973317146301,0.7377616975988661,0.5263607501983643,0.7423537373542786
12,0.549859344959259,0.7421105291162219,0.5002816319465637,0.7579787373542786
13,0.5446696877479553,0.7539639770984651,0.505687952041626,0.7523271143436432
14,0.5391578674316406,0.7508466754640851,0.5115758180618286,0.7551529109477997
15,0.5571836233139038,0.7456896560532706,0.503750205039978,0.7623005211353302
16,0.5628690123558044,0.7112068959644863,0.5093291401863098,0.7466755211353302
17,0.5565291047096252,0.7328740784100124,0.5061678886413574,0.7686170339584351
18,0.5526851415634155,0.7450354056698935,0.5016339421272278,0.7686170339584351
19,0.5525195002555847,0.7458051102502006,0.4933369755744934,0.7692819237709045
20,0.5400956869125366,0.7564270326069423,0.5084537267684937,0.7523271143436432
21,0.5405354499816895,0.7565424868038721,0.4869864881038666,0.7770944237709045
22,0.5366699695587158,0.7541948897497994,0.4944373071193695,0.7601396143436432
23,0.5362995862960815,0.7594288800443922,0.48289719223976135,0.7551529109477997
24,0.5400219559669495,0.7581973501614162,0.49587592482566833,0.7686170339584351
25,0.5528545379638672,0.7580818959644862,0.4804796278476715,0.7579787373542786
26,0.5543080568313599,0.7333358994552066,0.51789391040802,0.7573138177394867
27,0.5439348220825195,0.7481527073042733,0.5076912641525269,0.7232380211353302
28,0.5418738722801208,0.7465748148305075,0.5139099359512329,0.7338763177394867
29,0.5595533847808838,0.7375307892050061,0.5382684469223022,0.7573138177394867
30,0.5513420701026917,0.7402247531073435,0.5091328024864197,0.7529920339584351
31,0.5495933294296265,0.7295258641242981,0.5042763948440552,0.7523271143436432
32,0.536738932132721,0.7410329452582769,0.49608278274536133,0.7388630211353302
33,0.5339274406433105,0.7574276498385838,0.5109414458274841,0.7373670339584351
34,0.5503792762756348,0.7337592371872494,0.4810400605201721,0.7629654109477997
35,0.5314537286758423,0.7543103439467294,0.4900822639465332,0.7473404109477997
36,0.5295378565788269,0.7571967371872493,0.4915975034236908,0.7629654109477997
37,0.5290070176124573,0.7645858994552067,0.4940490126609802,0.7573138177394867
38,0.5284152626991272,0.7586591754640852,0.4683026373386383,0.7657912373542786
39,0.5397116541862488,0.7656634833131517,0.4817003905773163,0.7686170339584351
40,0.551594078540802,0.7270628086158207,0.4789862632751465,0.7529920339584351
41,0.5384039282798767,0.7423414417675563,0.4826672077178955,0.7551529109477997
42,0.5272999405860901,0.7574276498385839,0.4887690544128418,0.7523271143436432
43,0.525630533695221,0.7615455644471304,0.4819607138633728,0.7473404109477997
44,0.5312809944152832,0.7480372531073435,0.47043734788894653,0.774268627166748
45,0.525618851184845,0.7539639770984651,0.4688950181007385,0.7770944237709045
46,0.5260120034217834,0.7677032010895866,0.5035716891288757,0.7466755211353302
47,0.5249689221382141,0.7496151498385838,0.4756457209587097,0.7529920339584351
48,0.5290680527687073,0.7510391005447933,0.4798535406589508,0.7608045339584351
49,0.528323769569397,0.7518472926957267,0.4940868318080902,0.7445146143436432
50,0.5268438458442688,0.7588900881154198,0.48652493953704834,0.7558178305625916
51,0.5247655510902405,0.7548491358757019,0.4994564950466156,0.7544880211353302
52,0.5316055417060852,0.7458051102502005,0.500979483127594,0.7288896143436432
53,0.5266731977462769,0.7575431040355138,0.4790201783180237,0.7764295339584351
54,0.5293033123016357,0.7534251851694925,0.4909481406211853,0.7523271143436432
55,0.5378516912460327,0.752963364124298,0.48689526319503784,0.7579787373542786
56,0.5343535542488098,0.752386084624699,0.4876219630241394,0.7523271143436432
57,0.528832733631134,0.7422259833131517,0.4940432906150818,0.7736037373542786
58,0.5219816565513611,0.7626616358757019,0.4926607608795166,0.7551529109477997
59,0.5204484462738037,0.7665871296610152,0.4887263774871826,0.7601396143436432
60,0.5213346481323242,0.7581973501614161,0.49941569566726685,0.7210771143436432
61,0.5382501482963562,0.7496151498385838,0.49992796778678894,0.7579787373542786
62,0.532307505607605,0.752963364124298,0.4759865999221802,0.7714428305625916
63,0.5258790850639343,0.7576585582324437,0.47349339723587036,0.7636303305625916
64,0.533913791179657,0.7567349118845803,0.4862257242202759,0.7445146143436432
65,0.5210212469100952,0.762430727481842,0.4919096827507019,0.7451795339584351
66,0.5369897484779358,0.7288331261702947,0.48805275559425354,0.7501662373542786
67,0.5284010767936707,0.7554264153753009,0.4862504303455353,0.758643627166748
68,0.5212103128433228,0.7685883641242981,0.47500577569007874,0.7657912373542786
69,0.5189856290817261,0.760429493018559,0.49767792224884033,0.7338763177394867
70,0.5191710591316223,0.7600831261702946,0.4913341999053955,0.7657912373542786
71,0.5178589224815369,0.7653556040355138,0.48300474882125854,0.7657912373542786
72,0.5284151434898376,0.7559652073042734,0.4874633848667145,0.7551529109477997
73,0.5225962996482849,0.7522706261702946,0.4977821111679077,0.7495013177394867
74,0.5293219685554504,0.7471520943301064,0.48832404613494873,0.7480053305625916
75,0.5244796872138977,0.7548491358757018,0.4794975519180298,0.7686170339584351
76,0.5250802636146545,0.7489224118845805,0.516950249671936,0.7360372245311737
77,0.5221201181411743,0.7625461816787721,0.46929383277893066,0.7714428305625916
78,0.5187116265296936,0.7566194576876504,0.49695736169815063,0.7401928305625916
79,0.527273952960968,0.7499615166868482,0.4866770803928375,0.7579787373542786
80,0.5223545432090759,0.7553109611783709,0.48491859436035156,0.7636303305625916
81,0.528309166431427,0.7425723501614162,0.473341166973114,0.7657912373542786
82,0.53443843126297,0.746613302401134,0.49200135469436646,0.7451795339584351
83,0.5255928039550781,0.7579664417675563,0.4838854670524597,0.7707779109477997
84,0.5248664021492004,0.7561961199556079,0.4797412157058716,0.766456127166748
85,0.5232003331184387,0.753963977098465,0.4966173470020294,0.7495013177394867
86,0.5227102637290955,0.7554264153753009,0.49134063720703125,0.7608045339584351
